Gene	LengthPI	UniqueProteinTranscripts	Coding_exons_gene	Variants(,)sep	TotalUTR	5'	3'	Both
2202	493	3	13	XP_016859075.1	1	0	0	0
2202	493	3	13	XP_005264262.1	1	0	0	0
2203	338	2	8	NP_001121100.1,NP_000498.2	2	1	0	0
2203	338	2	8	XP_006717068.1	1	0	0	0
2204	287	9	7	NP_579806.1	1	0	0	0
2204	287	9	7	NP_579803.1	1	0	0	0
2204	287	9	7	NP_001991.1	1	0	0	0
2204	287	9	7	NP_579812.1	1	0	0	0
2204	287	9	7	NP_579805.1	1	0	0	0
2204	287	9	7	NP_579807.1	1	0	0	0
2204	287	9	7	NP_579808.1	1	0	0	0
2204	287	9	7	XP_011524927.1,XP_016881962.1,XP_016881963.1	3	2	0	0
2204	287	9	7	NP_579811.1	1	0	0	0
2205	257	1	5	NP_001992.1	1	0	0	0
2206	244	4	11	NP_001243845.1	1	0	0	0
2206	244	4	11	XP_011543152.1,NP_000130.1	2	1	0	0
2206	244	4	11	XP_005273903.1	1	0	0	0
2206	244	4	11	XP_016872851.1	1	0	0	0
2207	86	1	5	NP_004097.1	1	0	0	0
2208	321	2	13	NP_001993.2,NP_001207429.1,XP_005272519.1	3	1	0	1
2208	321	2	13	NP_001193948.2	1	0	0	0
2209	374	2	8	NP_000557.1	1	0	0	0
2209	374	2	8	XP_005245014.1	1	0	0	0
2210	280	5	7	NP_001231839.1	1	0	0	0
2210	280	5	7	NP_001017986.1	1	0	0	0
2210	280	5	7	XP_016856151.1	1	0	0	0
2210	280	5	7	NP_001004340.2	1	0	0	0
2210	280	5	7	XP_016856150.1	1	0	0	0
2212	317	10	17	XP_016856157.1	1	0	0	0
2212	317	10	17	NP_001129691.1	1	0	0	0
2212	317	10	17	XP_016856156.1	1	0	0	0
2212	317	10	17	XP_011507593.1	1	0	0	0
2212	317	10	17	XP_011507592.1	1	0	0	0
2212	317	10	17	XP_016856153.1,XP_016856154.1	2	0	1	0
2212	317	10	17	XP_011507589.1	1	0	0	0
2212	317	10	17	NP_067674.2	1	0	0	0
2212	317	10	17	XP_016856155.1	1	0	0	0
2212	317	10	17	XP_016856152.1	1	0	0	0
2213	310	8	12	XP_016856159.1	1	0	0	0
2213	310	8	12	XP_016856160.1,NP_003992.3	2	1	0	0
2213	310	8	12	NP_001002273.1	1	0	0	0
2213	310	8	12	NP_001002275.1	1	0	0	0
2213	310	8	12	XP_016856158.1	1	0	0	0
2213	310	8	12	XP_011507594.1	1	0	0	0
2213	310	8	12	XP_016856161.1,NP_001002274.1	2	1	0	0
2213	310	8	12	NP_001177757.1	1	0	0	0
2214	290	5	9	NP_001121067.1,NP_001121065.1	2	1	0	0
2214	290	5	9	XP_011507595.2	1	0	0	0
2214	290	5	9	NP_001121068.1	1	0	0	0
2214	290	5	9	NP_000560.5	1	0	0	0
2214	290	5	9	NP_001121064.1	1	0	0	0
2215	269	5	7	NP_000561.3	1	0	0	0
2215	269	5	7	NP_001257966.1	1	0	0	0
2215	269	5	7	NP_001257965.1	1	0	0	0
2215	269	5	7	NP_001257964.1	1	0	0	0
2215	269	5	7	NP_001231682.1	1	0	0	0
2217	365	3	9	XP_011524929.1	1	0	0	0
2217	365	3	9	NP_001129491.1,NP_004098.1	2	1	0	0
2217	365	3	9	XP_005258714.1	1	0	0	0
2218	430	16	26	XP_016869958.1	1	0	0	0
2218	430	16	26	XP_011516681.1	1	0	0	0
2218	430	16	26	XP_011516689.1,XP_016869964.1	2	1	0	0
2218	430	16	26	XP_016869955.1,NP_001073270.1,NP_006722.2,XP_016869956.1,XP_016869957.1	5	4	0	0
2218	430	16	26	XP_016869961.1,XP_011516683.1,XP_016869962.1	3	1	0	1
2218	430	16	26	XP_016869960.1	1	0	0	0
2218	430	16	26	NP_001185892.1	1	0	0	0
2218	430	16	26	XP_016869963.1	1	0	0	0
2218	430	16	26	XP_011516691.1	1	0	0	0
2218	430	16	26	XP_011516680.1	1	0	0	0
2218	430	16	26	XP_016869965.1,XP_016869966.1,XP_016869968.1,XP_016869967.1	4	3	0	0
2218	430	16	26	XP_011516693.1,XP_006717077.1	2	1	0	0
2218	430	16	26	XP_011516670.1,XP_011516675.1,XP_011516676.1,XP_016869951.1,XP_011516671.1,XP_011516673.1,XP_011516678.1,XP_016869952.1,XP_011516672.1,XP_011516677.1	10	9	0	0
2218	430	16	26	XP_016869959.1	1	0	0	0
2218	430	16	26	XP_016869953.1,XP_016869954.1	2	1	0	0
2218	430	16	26	XP_011516692.1	1	0	0	0
2219	326	1	9	NP_001994.2	1	0	0	0
2220	313	4	11	NP_056652.1	1	0	0	0
2220	313	4	11	XP_011516694.1	1	0	0	0
2220	313	4	11	XP_006717078.1	1	0	0	0
2220	313	4	11	NP_004099.2	1	0	0	0
2222	417	5	13	NP_001274679.1	1	0	0	0
2222	417	5	13	NP_001274680.1	1	0	0	0
2222	417	5	13	NP_001274673.1,XP_016868706.1,NP_001274674.1,NP_001274676.1,NP_001274677.1,NP_001274678.1	6	4	0	1
2222	417	5	13	NP_001274685.1	1	0	0	0
2222	417	5	13	NP_001274671.1,NP_001274672.1,NP_004453.3	3	2	0	0
388125	364	1	2	XP_016877659.1,NP_001007596.2	2	0	0	1
2224	419	3	12	NP_001229754.1	1	0	0	0
2224	419	3	12	NP_001229753.1,NP_001129294.1,XP_005245020.1,XP_005245019.1	4	1	0	2
2224	419	3	12	NP_001995.1,NP_001129293.1	2	1	0	0
2230	184	1	4	NP_004100.1	1	0	0	0
284361	262	4	11	XP_006723226.1	1	0	0	0
284361	262	4	11	XP_011525120.1	1	0	0	0
284361	262	4	11	NP_778233.4	1	0	0	0
284361	262	4	11	NP_996261.1	1	0	0	0
2232	522	14	25	XP_011522829.1	1	0	0	0
2232	522	14	25	XP_011522830.1	1	0	0	0
2232	522	14	25	XP_011522831.1	1	0	0	0
2232	522	14	25	NP_004101.3	1	0	0	0
2232	522	14	25	XP_011522835.1	1	0	0	0
2232	522	14	25	NP_001244941.2	1	0	0	0
2232	522	14	25	XP_011522833.1	1	0	0	0
2232	522	14	25	NP_001244943.2	1	0	0	0
2232	522	14	25	XP_006721835.1	1	0	0	0
2232	522	14	25	XP_011522834.1	1	0	0	0
2232	522	14	25	NP_001244942.2	1	0	0	0
2232	522	14	25	NP_077728.3	1	0	0	0
2232	522	14	25	NP_001244944.1	1	0	0	0
2232	522	14	25	NP_001244945.2	1	0	0	0
493753	74	1	3	NP_001008216.1	1	0	0	0
2235	429	5	15	XP_011524183.1	1	0	0	0
2235	429	5	15	NP_001012533.1	1	0	0	0
2235	429	5	15	NP_000131.2	1	0	0	0
2235	429	5	15	XP_016881103.1	1	0	0	0
2235	429	5	15	XP_011524184.1	1	0	0	0
133308	537	3	13	XP_006714148.1,NP_849155.2	2	0	0	1
133308	537	3	13	NP_001287685.1	1	0	0	0
133308	537	3	13	XP_006714149.1,NP_001287683.1	2	0	0	1
2237	380	1	1	NP_004102.1	1	0	0	0
23439	357	3	10	XP_016884870.1	1	0	0	0
23439	357	3	10	NP_036201.1	1	0	0	0
23439	357	3	10	NP_001135919.1	1	0	0	0
2239	556	1	9	NP_001439.2	1	0	0	0
2241	822	12	28	NP_001294957.1	1	0	0	0
2241	822	12	28	XP_016864724.1	1	0	0	0
2241	822	12	28	XP_016864721.1	1	0	0	0
2241	822	12	28	NP_001294967.1	1	0	0	0
2241	822	12	28	XP_016864723.1	1	0	0	0
2241	822	12	28	NP_001294960.1	1	0	0	0
2241	822	12	28	XP_011541580.1	1	0	0	0
2241	822	12	28	XP_016864722.1	1	0	0	0
2241	822	12	28	XP_011541578.1	1	0	0	0
2241	822	12	28	XP_011541569.1,XP_011541571.1,XP_011541572.1,XP_016864718.1,XP_011541568.1	5	4	0	0
2241	822	12	28	XP_011541574.1	1	0	0	0
2241	822	12	28	XP_016864720.1,NP_005237.2,XP_016864719.1,XP_011541573.1	4	2	0	1
2242	822	4	20	XP_016877495.1,XP_016877499.1,XP_005254937.1,NP_001137255.1	4	3	0	0
2242	822	4	20	XP_005254939.1,XP_016877496.1,NP_001137256.1	3	2	0	0
2242	822	4	20	XP_016877497.1,NP_001137257.1	2	1	0	0
2242	822	4	20	NP_001996.1,XP_016877494.1,XP_016877498.1	3	2	0	0
2243	866	2	7	NP_068657.1	1	0	0	0
2243	866	2	7	NP_000499.1	1	0	0	0
2244	491	2	10	NP_005132.2	1	0	0	0
2244	491	2	10	NP_001171670.1	1	0	0	0
2245	961	1	18	NP_004454.2	1	0	0	0
2246	155	4	4	NP_001138407.1,NP_001138406.1,NP_001244134.1,NP_001244136.1,NP_000791.1,NP_001244137.1,NP_001244138.1,NP_001244139.1,NP_001138364.1	9	8	0	0
2246	155	4	4	NP_149128.1	1	0	0	0
2246	155	4	4	NP_149127.1	1	0	0	0
2246	155	4	4	XP_011535909.1,NP_001244135.1,XP_005268447.1,NP_001244140.1,NP_001244141.1	5	4	0	0
2247	288	1	3	NP_001997.5	1	0	0	0
2248	239	1	3	NP_005238.1	1	0	0	0
2249	206	2	5	XP_005273904.1	1	0	0	0
2249	206	2	5	NP_001998.1	1	0	0	0
2250	268	3	3	NP_004455.2	1	0	0	0
2250	268	3	3	NP_001278741.1	1	0	0	0
2250	268	3	3	NP_149134.1	1	0	0	0
2251	208	3	6	XP_016874485.1	1	0	0	0
2251	208	3	6	XP_016874484.1	1	0	0	0
2251	208	3	6	NP_066276.2	1	0	0	0
2252	194	1	3	NP_002000.1	1	0	0	0
2253	244	5	7	NP_149353.1	1	0	0	0
2253	244	5	7	NP_001193318.1	1	0	0	0
2253	244	5	7	NP_149354.1	1	0	0	0
2253	244	5	7	NP_006110.1	1	0	0	0
2253	244	5	7	NP_149355.1	1	0	0	0
2254	208	2	4	NP_002001.1	1	0	0	0
2254	208	2	4	XP_011533298.1	1	0	0	0
2255	208	1	5	XP_005248321.1,NP_004456.1	2	0	0	1
2256	225	2	6	NP_001290389.1	1	0	0	0
2256	225	2	6	NP_004103.1	1	0	0	0
2257	243	5	9	NP_004104.3	1	0	0	0
2257	243	5	9	XP_016861368.1	1	0	0	0
2257	243	5	9	XP_006713601.1	1	0	0	0
2257	243	5	9	XP_005247284.1	1	0	0	0
2257	243	5	9	NP_066360.1	1	0	0	0
2258	255	5	8	NP_004105.1	1	0	0	0
2258	255	5	8	NP_001132970.1	1	0	0	0
2258	255	5	8	NP_001132973.1,NP_001132974.1	2	1	0	0
2258	255	5	8	NP_378668.1	1	0	0	0
2258	255	5	8	XP_005262456.1,NP_001132972.1	2	1	0	0
2259	252	10	13	NP_004106.1	1	0	0	0
2259	252	10	13	NP_001308868.1	1	0	0	0
2259	252	10	13	NP_001308866.1	1	0	0	0
2259	252	10	13	NP_001308873.1,NP_001308865.1,NP_001308861.1	3	2	0	0
2259	252	10	13	NP_001308875.1,NP_001308878.1,NP_001308872.1,NP_001308871.1,NP_001308864.1,NP_001308863.1,NP_001308860.1	7	6	0	0
2259	252	10	13	NP_787125.1	1	0	0	0
2259	252	10	13	NP_001308867.1,NP_001308869.1,NP_001308862.1	3	2	0	0
2259	252	10	13	NP_001308870.1	1	0	0	0
2259	252	10	13	NP_001308876.1	1	0	0	0
2259	252	10	13	NP_001308877.1,NP_001308874.1	2	1	0	0
2260	853	33	31	XP_011542754.1	1	0	0	0
2260	853	33	31	NP_075593.1,NP_001167537.1	2	1	0	0
2260	853	33	31	XP_011542745.1	1	0	0	0
2260	853	33	31	XP_011542751.1	1	0	0	0
2260	853	33	31	XP_011542750.1	1	0	0	0
2260	853	33	31	XP_016868720.1	1	0	0	0
2260	853	33	31	NP_075598.2	1	0	0	0
2260	853	33	31	XP_011542746.1	1	0	0	0
2260	853	33	31	XP_011542753.1	1	0	0	0
2260	853	33	31	XP_006716372.1	1	0	0	0
2260	853	33	31	XP_016868716.1	1	0	0	0
2260	853	33	31	NP_001167534.1	1	0	0	0
2260	853	33	31	XP_016868712.1	1	0	0	0
2260	853	33	31	XP_016868719.1	1	0	0	0
2260	853	33	31	XP_011542748.1	1	0	0	0
2260	853	33	31	XP_016868708.1	1	0	0	0
2260	853	33	31	XP_011542747.1	1	0	0	0
2260	853	33	31	XP_011542752.1	1	0	0	0
2260	853	33	31	XP_006716369.1,XP_006716370.1	2	1	0	0
2260	853	33	31	NP_056934.2,NP_001167536.1	2	1	0	0
2260	853	33	31	NP_001167538.1	1	0	0	0
2260	853	33	31	XP_006716366.1,XP_016868710.1,XP_006716367.1	3	2	0	0
2260	853	33	31	XP_016868718.1	1	0	0	0
2260	853	33	31	XP_016868715.1	1	0	0	0
2260	853	33	31	XP_016868709.1	1	0	0	0
2260	853	33	31	XP_006716376.1,XP_006716377.1	2	1	0	0
2260	853	33	31	XP_011542749.1	1	0	0	0
2260	853	33	31	NP_001167535.1	1	0	0	0
2260	853	33	31	XP_006716373.1,XP_006716374.1,XP_006716375.1	3	2	0	0
2260	853	33	31	XP_016868713.1,XP_016868714.1	2	1	0	0
2260	853	33	31	XP_016868711.1	1	0	0	0
2260	853	33	31	NP_075594.1	1	0	0	0
2260	853	33	31	XP_016868717.1	1	0	0	0
2261	808	11	21	NP_001156685.1	1	0	0	0
2261	808	11	21	XP_006713931.1	1	0	0	0
2261	808	11	21	NP_000133.1	1	0	0	0
2261	808	11	21	XP_006713934.1	1	0	0	0
2261	808	11	21	XP_011511722.1	1	0	0	0
2261	808	11	21	XP_011511724.1	1	0	0	0
2261	808	11	21	NP_075254.1	1	0	0	0
2261	808	11	21	XP_006713936.1	1	0	0	0
2261	808	11	21	XP_006713932.1	1	0	0	0
2261	808	11	21	XP_006713933.1	1	0	0	0
2261	808	11	21	XP_006713935.1	1	0	0	0
2262	572	5	14	NP_004457.1	1	0	0	0
2262	572	5	14	XP_011519362.1	1	0	0	0
2262	572	5	14	XP_016875926.1,XP_011519361.1,XP_011519360.1,XP_011519357.1,XP_016875925.1,XP_011519358.1,XP_011519359.1	7	0	6	0
2262	572	5	14	XP_016875924.1	1	0	0	0
2262	572	5	14	XP_011519356.1	1	0	0	0
2263	822	22	26	XP_006717773.1	1	0	0	0
2263	822	22	26	NP_001138385.1	1	0	0	0
2263	822	22	26	XP_006717775.1	1	0	0	0
2263	822	22	26	XP_006717771.1	1	0	0	0
2263	822	22	26	NP_001138389.1	1	0	0	0
2263	822	22	26	XP_016871414.1	1	0	0	0
2263	822	22	26	NP_075259.4	1	0	0	0
2263	822	22	26	NP_001138386.1	1	0	0	0
2263	822	22	26	NP_001307587.1	1	0	0	0
2263	822	22	26	NP_000132.3	1	0	0	0
2263	822	22	26	NP_001138388.1	1	0	0	0
2263	822	22	26	XP_016871412.1	1	0	0	0
2263	822	22	26	NP_001307583.1	1	0	0	0
2263	822	22	26	NP_001138391.1	1	0	0	0
2263	822	22	26	XP_016871410.1	1	0	0	0
2263	822	22	26	NP_001138390.1	1	0	0	0
2263	822	22	26	XP_016871411.1	1	0	0	0
2263	822	22	26	XP_006717774.1	1	0	0	0
2263	822	22	26	NP_075418.1	1	0	0	0
2263	822	22	26	XP_016871413.1	1	0	0	0
2263	822	22	26	XP_016871409.1	1	0	0	0
2263	822	22	26	NP_001138387.1	1	0	0	0
2264	802	5	23	NP_001278909.1	1	0	0	0
2264	802	5	23	NP_998812.1,NP_002002.3,XP_005265895.1	3	1	0	1
2264	802	5	23	NP_075252.2	1	0	0	0
2264	802	5	23	XP_011532767.1	1	0	0	0
2264	802	5	23	XP_011532766.1	1	0	0	0
2266	437	2	12	NP_000500.2	1	0	0	0
2266	437	2	12	NP_068656.2	1	0	0	0
2267	312	2	8	XP_016868721.1,NP_004458.3,NP_963846.1,NP_671736.2,NP_963847.1	5	0	0	4
2267	312	2	8	XP_016868722.1	1	0	0	0
2268	529	5	12	XP_011539312.1,NP_005239.1,XP_006710515.1,NP_001036194.1,NP_001036212.1	5	4	0	0
2268	529	5	12	XP_011539314.1	1	0	0	0
2268	529	5	12	XP_016856163.1,XP_016856162.1,XP_011539316.1	3	2	0	0
2268	529	5	12	XP_011539315.1	1	0	0	0
2268	529	5	12	XP_011539313.1	1	0	0	0
378	180	1	6	NP_001651.1	1	0	0	0
2271	510	2	11	NP_000134.2	1	0	0	0
2271	510	2	11	XP_011542434.1	1	0	0	0
2272	147	7	14	XP_016861374.1,XP_016861375.1	2	1	0	0
2272	147	7	14	XP_016861373.1	1	0	0	0
2272	147	7	14	XP_016861370.1,XP_016861369.1	2	1	0	0
2272	147	7	14	NP_001307830.1	1	0	0	0
2272	147	7	14	XP_016861371.1	1	0	0	0
2272	147	7	14	NP_001159715.1,NP_002003.1,NP_001307828.1,NP_001307829.1	4	0	2	1
2272	147	7	14	XP_016861372.1	1	0	0	0
2273	323	7	10	NP_001153171.1	1	0	0	0
2273	323	7	10	XP_011529618.1	1	0	0	0
2273	323	7	10	NP_001440.2,XP_016884846.1,NP_001153172.1,NP_001153176.1,NP_001161291.1,XP_006724810.1	6	3	0	2
2273	323	7	10	NP_001153175.1	1	0	0	0
2273	323	7	10	NP_001153173.1	1	0	0	0
2273	323	7	10	XP_006724806.1	1	0	0	0
2273	323	7	10	NP_001153174.1,XP_006724807.1,XP_006724808.1,XP_006724809.1	4	0	0	3
2274	279	3	5	NP_001305826.1,NP_001305827.1	2	1	0	0
2274	279	3	5	NP_963851.2,XP_011509100.1,NP_001305823.1,NP_001441.4,NP_001305824.1,NP_963849.1,NP_001305825.1,NP_001034581.1	8	7	0	0
2274	279	3	5	NP_001305828.1	1	0	0	0
2275	280	3	7	XP_016856164.1	1	0	0	0
2275	280	3	7	NP_001230807.1	1	0	0	0
2275	280	3	7	NP_004459.2	1	0	0	0
2277	354	1	7	NP_004460.1	1	0	0	0
284369	197	2	6	XP_016882136.1,NP_001295366.1	2	0	0	1
284369	197	2	6	XP_005258856.1,XP_011525123.1,NP_775906.1	3	1	0	1
2280	108	2	6	NP_001186715.1	1	0	0	0
2280	108	2	6	NP_000792.1,NP_463460.1	2	0	1	0
2281	108	4	8	XP_011531001.1	1	0	0	0
2281	108	4	8	NP_004107.1	1	0	0	0
2281	108	4	8	XP_016859083.1,XP_016859085.1,NP_001309892.1,NP_001309893.1,XP_016859082.1,XP_016859084.1	6	5	0	0
2281	108	4	8	NP_473374.1	1	0	0	0
54994	228	1	4	NP_060366.1	1	0	0	0
2286	142	1	6	NP_004461.2,NP_001128680.1,XP_005273905.1,NP_476433.1	4	2	0	1
2287	224	4	11	XP_011534867.1	1	0	0	0
2287	224	4	11	XP_016876581.1	1	0	0	0
2287	224	4	11	NP_002004.1	1	0	0	0
2287	224	4	11	XP_016876582.1	1	0	0	0
2288	459	2	11	XP_011519231.1	1	0	0	0
2288	459	2	11	NP_002005.1	1	0	0	0
2289	457	2	11	NP_001139249.1	1	0	0	0
2289	457	2	11	NP_001139247.1,NP_004108.1,NP_001139248.1	3	2	0	0
2290	489	1	1	NP_005240.3	1	0	0	0
284371	924	7	10	XP_011525135.1,XP_016882143.1,XP_016882142.1	3	2	0	0
284371	924	7	10	XP_016882146.1,XP_016882145.1,NP_001129971.1	3	1	0	1
284371	924	7	10	XP_016882141.1	1	0	0	0
284371	924	7	10	XP_016882151.1,XP_016882152.1	2	0	0	1
284371	924	7	10	XP_016882148.1,XP_016882149.1,XP_016882150.1,XP_016882147.1	4	0	3	0
284371	924	7	10	XP_016882144.1	1	0	0	0
284371	924	7	10	NP_001308278.1	1	0	0	0
2294	379	1	2	NP_001442.2	1	0	0	0
2295	444	1	2	NP_001443.1	1	0	0	0
2296	553	1	1	NP_001444.2	1	0	0	0
2297	465	1	1	NP_004463.1	1	0	0	0
2298	439	1	1	NP_997188.2	1	0	0	0
2299	378	2	3	NP_658982.1	1	0	0	0
2299	378	2	3	NP_036320.2	1	0	0	0
2300	345	1	1	NP_005241.1	1	0	0	0
2301	319	1	1	NP_036318.1	1	0	0	0
2302	421	1	2	NP_001445.2	1	0	0	0
2303	501	1	1	NP_005242.1	1	0	0	0
2304	373	1	1	NP_004464.2	1	0	0	0
2305	801	12	15	NP_973732.1	1	0	0	0
2305	801	12	15	NP_973731.1	1	0	0	0
2305	801	12	15	NP_001230018.1	1	0	0	0
2305	801	12	15	XP_011519237.1	1	0	0	0
2305	801	12	15	NP_001230017.1	1	0	0	0
2305	801	12	15	XP_011519234.1	1	0	0	0
2305	801	12	15	XP_011519233.1	1	0	0	0
2305	801	12	15	XP_011519232.1	1	0	0	0
2305	801	12	15	XP_005253733.1	1	0	0	0
2305	801	12	15	XP_011519236.1	1	0	0	0
2305	801	12	15	NP_068772.2	1	0	0	0
2305	801	12	15	XP_011519235.1	1	0	0	0
2306	495	1	1	NP_004465.3	1	0	0	0
2307	330	1	1	NP_004109.1	1	0	0	0
2308	655	3	3	XP_011533310.1	1	0	0	0
2308	655	3	3	XP_011533312.1	1	0	0	0
2308	655	3	3	NP_002006.2	1	0	0	0
493829	477	2	7	XP_016878743.1	1	0	0	0
493829	477	2	7	NP_001008275.2	1	0	0	0
133383	299	9	12	NP_714917.2	1	0	0	0
133383	299	9	12	NP_001309949.1	1	0	0	0
133383	299	9	12	XP_005248483.1	1	0	0	0
133383	299	9	12	NP_001165461.1	1	0	0	0
133383	299	9	12	XP_011541442.1	1	0	0	0
133383	299	9	12	NP_001309948.1	1	0	0	0
133383	299	9	12	NP_001309951.1	1	0	0	0
133383	299	9	12	XP_011541441.1	1	0	0	0
133383	299	9	12	NP_001309947.1	1	0	0	0
2312	4061	1	2	NP_002007.1	1	0	0	0
2313	452	5	13	XP_016872894.1,XP_016872895.1,XP_011541003.1,NP_001161153.1	4	1	0	2
2313	452	5	13	NP_001257941.1	1	0	0	0
2313	452	5	13	NP_002008.2	1	0	0	0
2313	452	5	13	XP_011541004.1	1	0	0	0
2313	452	5	13	NP_001257939.1	1	0	0	0
2314	1269	6	34	NP_001243193.1	1	0	0	0
2314	1269	6	34	NP_001243194.1	1	0	0	0
2314	1269	6	34	NP_002009.1	1	0	0	0
2314	1269	6	34	XP_005256613.1	1	0	0	0
2314	1269	6	34	XP_005256612.1	1	0	0	0
2314	1269	6	34	XP_005256615.1	1	0	0	0
2315	118	1	4	NP_005502.1	1	0	0	0
2316	2647	7	48	XP_011529433.1	1	0	0	0
2316	2647	7	48	XP_011529429.1	1	0	0	0
2316	2647	7	48	NP_001447.2	1	0	0	0
2316	2647	7	48	XP_011529432.1	1	0	0	0
2316	2647	7	48	XP_011529430.1	1	0	0	0
2316	2647	7	48	NP_001104026.1	1	0	0	0
2316	2647	7	48	XP_011529431.1	1	0	0	0
2317	2633	5	50	NP_001157790.1	1	0	0	0
2317	2633	5	50	XP_005265035.1	1	0	0	0
2317	2633	5	50	NP_001448.2	1	0	0	0
2317	2633	5	50	NP_001157789.1	1	0	0	0
2317	2633	5	50	NP_001157791.1	1	0	0	0
2318	2725	2	48	NP_001120959.1	1	0	0	0
2318	2725	2	48	NP_001449.3	1	0	0	0
2319	428	5	13	XP_005258007.1	1	0	0	0
2319	428	5	13	XP_005258010.1	1	0	0	0
2319	428	5	13	NP_004466.2	1	0	0	0
2319	428	5	13	XP_016879885.1	1	0	0	0
2319	428	5	13	XP_016879884.1,XP_016879883.1	2	1	0	0
2321	1338	6	34	NP_002010.2	1	0	0	0
2321	1338	6	34	XP_011533316.1	1	0	0	0
2321	1338	6	34	NP_001153503.1	1	0	0	0
2321	1338	6	34	NP_001153502.1	1	0	0	0
2321	1338	6	34	XP_016875974.1	1	0	0	0
2321	1338	6	34	NP_001153392.1	1	0	0	0
2322	993	6	27	XP_011533317.1	1	0	0	0
2322	993	6	27	XP_016875976.1,XP_011533319.1,XP_011533320.1	3	2	0	0
2322	993	6	27	XP_016875977.1	1	0	0	0
2322	993	6	27	NP_004110.2	1	0	0	0
2322	993	6	27	XP_016875978.1	1	0	0	0
2322	993	6	27	XP_016875975.1	1	0	0	0
2323	235	12	15	NP_001265567.1,NP_001265566.1,XP_011524984.1	3	2	0	0
2323	235	12	15	XP_005258740.3	1	0	0	0
2323	235	12	15	XP_016882021.1,XP_006723179.2	2	0	1	0
2323	235	12	15	XP_005258739.3	1	0	0	0
2323	235	12	15	XP_011524980.1	1	0	0	0
2323	235	12	15	XP_011524977.1,XP_011524978.1	2	1	0	0
2323	235	12	15	XP_016882024.1	1	0	0	0
2323	235	12	15	XP_011524979.1	1	0	0	0
2323	235	12	15	XP_005258738.3,XP_005258737.3	2	0	1	0
2323	235	12	15	XP_016882022.1,XP_016882023.1	2	1	0	0
2323	235	12	15	NP_001191431.1,NP_001450.2,NP_001191432.1	3	1	1	0
2323	235	12	15	XP_011524982.1	1	0	0	0
2324	1363	7	37	NP_891555.2	1	0	0	0
2324	1363	7	37	XP_016864757.1	1	0	0	0
2324	1363	7	37	XP_016864755.1,XP_016864756.1	2	0	1	0
2324	1363	7	37	XP_011532786.1	1	0	0	0
2324	1363	7	37	XP_011532780.1	1	0	0	0
2324	1363	7	37	XP_016864752.1,XP_016864753.1,XP_016864754.1	3	0	1	1
2324	1363	7	37	NP_002011.2	1	0	0	0
2326	536	7	13	XP_005245094.1	1	0	0	0
2326	536	7	13	XP_006711304.1	1	0	0	0
2326	536	7	13	NP_001269621.1	1	0	0	0
2326	536	7	13	NP_001269622.1,NP_002012.1	2	1	0	0
2326	536	7	13	XP_006711305.1	1	0	0	0
2326	536	7	13	NP_001269623.1	1	0	0	0
2326	536	7	13	XP_005245095.1	1	0	0	0
2327	535	2	8	NP_001451.2	1	0	0	0
2327	535	2	8	NP_001288276.1	1	0	0	0
2328	532	3	10	XP_011507647.1,NP_001306102.1	2	0	0	1
2328	532	3	10	NP_001002294.1,NP_008825.4	2	1	0	0
2328	532	3	10	NP_001306103.1	1	0	0	0
2329	558	8	11	XP_005245103.1	1	0	0	0
2329	558	8	11	NP_002013.1	1	0	0	0
2329	558	8	11	XP_011507650.1	1	0	0	0
2329	558	8	11	XP_011507651.1	1	0	0	0
2329	558	8	11	XP_011507649.1	1	0	0	0
2329	558	8	11	XP_006711306.1	1	0	0	0
2329	558	8	11	XP_005245102.1	1	0	0	0
2329	558	8	11	XP_005245105.1	1	0	0	0
2330	533	5	13	XP_006711308.1,NP_001138302.1	2	0	0	1
2330	533	5	13	NP_001138301.1	1	0	0	0
2330	533	5	13	XP_006711307.1	1	0	0	0
2330	533	5	13	XP_005273004.1,XP_011507652.1,XP_005273005.1,XP_005273003.1,NP_001452.2	5	3	0	1
2330	533	5	13	XP_016856291.1,XP_016856290.1,XP_011507653.1	3	2	0	0
2331	376	1	2	NP_002014.2	1	0	0	0
2332	632	5	18	NP_001172004.1	1	0	0	0
2332	632	5	18	NP_001172005.1	1	0	0	0
2332	632	5	18	NP_001172011.1	1	0	0	0
2332	632	5	18	NP_001172010.1	1	0	0	0
2332	632	5	18	NP_002015.1	1	0	0	0
2334	1311	6	25	NP_001162595.1	1	0	0	0
2334	1311	6	25	NP_001162593.1	1	0	0	0
2334	1311	6	25	NP_001162596.1	1	0	0	0
2334	1311	6	25	NP_001164099.1	1	0	0	0
2334	1311	6	25	NP_001162594.1	1	0	0	0
2334	1311	6	25	NP_002016.2	1	0	0	0
2335	2446	31	55	XP_005246463.1	1	0	0	0
2335	2446	31	55	XP_005246458.1	1	0	0	0
2335	2446	31	55	XP_005246466.1	1	0	0	0
2335	2446	31	55	XP_005246454.1	1	0	0	0
2335	2446	31	55	XP_016859181.1	1	0	0	0
2335	2446	31	55	XP_005246460.1	1	0	0	0
2335	2446	31	55	XP_005246464.1	1	0	0	0
2335	2446	31	55	XP_016859183.1	1	0	0	0
2335	2446	31	55	XP_005246456.1	1	0	0	0
2335	2446	31	55	NP_001293058.1	1	0	0	0
2335	2446	31	55	NP_997639.1	1	0	0	0
2335	2446	31	55	NP_002017.1	1	0	0	0
2335	2446	31	55	XP_005246469.1	1	0	0	0
